TIMESTAMP,NEE_VUT_REF,Cumulative
20040709,-3.99577,-621.9417901
20040710,-2.40018,-624.3419701
20040711,-0.604895,-624.9468651
20040712,0.542699,-624.4041661
20040713,-0.231333,-624.6354991
20040714,-0.402197,-625.0376961
20040715,-2.22293,-627.2606261
20040716,-0.314613,-627.5752391
20040717,-2.74898,-630.3242191
20040718,-2.65055,-632.9747691
20040719,-1.11251,-634.0872791
20040720,0.578102,-633.5091771
20040721,-1.36428,-634.8734571
20040722,-1.77843,-636.6518871
20040723,-2.88499,-639.5368771
20040724,-3.00673,-642.5436071
20040725,-2.0819,-644.6255071
20040726,-2.33709,-646.9625971
20040727,-1.09595,-648.0585471
20040728,-0.510142,-648.5686891
20040729,-0.638563,-649.2072521
20040730,-0.957106,-650.1643581
20040731,0.217484,-649.9468741
20040801,-1.33799,-651.2848641
20040802,-1.29364,-652.5785041
20040803,-2.47937,-655.0578741
20040804,-2.11501,-657.1728841
20040805,-2.62906,-659.8019441
20040806,-1.2169,-661.0188441
20040807,-2.34765,-663.3664941
20040808,-1.68303,-665.0495241
20040809,-0.460054,-665.5095781
20040810,-0.941448,-666.4510261
20040811,0.170994,-666.2800321
20040812,-1.84982,-668.1298521
20040813,-3.94941,-672.0792621
20040814,-2.9389,-675.0181621
20040815,-1.64256,-676.6607221
20040816,-1.6548,-678.3155221
20040817,-1.07365,-679.3891721
20040818,-1.2961,-680.6852721
20040819,-1.69668,-682.3819521
20040820,-0.683461,-683.0654131
20040821,-2.35385,-685.4192631
20040822,1.47671,-683.9425531
20040823,-2.31431,-686.2568631
20040824,0.501316,-685.7555471
20040825,1.12935,-684.6261971
20040826,0.627638,-683.9985591
20040827,0.205202,-683.7933571
20040828,-0.327316,-684.1206731
20040829,0.290474,-683.8301991
20040830,-0.811165,-684.6413641
20040831,0.539164,-684.1022001
20040901,-0.449251,-684.5514511
20040902,-0.395019,-684.9464701
20040903,0.777643,-684.1688271
20040904,0.705994,-683.4628331
20040905,0.192206,-683.2706271
20040906,0.789515,-682.4811121
20040907,-1.08772,-683.5688321
20040908,-0.93932,-684.5081521
20040909,-0.574124,-685.0822761
20040910,-0.0324392,-685.1147153
20040911,1.34423,-683.7704853
20040912,-1.11296,-684.8834453
20040913,0.03914,-684.8443053
20040914,1.29609,-683.5482153
20040915,-0.629991,-684.1782063
20040916,-0.963349,-685.1415553
20040917,0.227016,-684.9145393
20040918,-0.477592,-685.3921313
20040919,-0.347362,-685.7394933
20040920,0.580002,-685.1594913
20040921,-0.114366,-685.2738573
20040922,0.541557,-684.7323003
20040923,0.205596,-684.5267043
20040924,1.14778,-683.3789243
20040925,-1.25114,-684.6300643
20040926,-0.890872,-685.5209363
20040927,0.806342,-684.7145943
20040928,-1.16328,-685.8778743
20040929,-0.728473,-686.6063473
20040930,-1.02556,-687.6319073
20041001,-0.283246,-687.9151533
20041002,-0.615424,-688.5305773
20041003,-1.07785,-689.6084273
20041004,0.591012,-689.0174153
20041005,0.757206,-688.2602093
20041006,-1.09117,-689.3513793
20041007,0.479625,-688.8717543
20041008,2.66954,-686.2022143
20041009,1.11425,-685.0879643
20041010,1.8278,-683.2601643
20041011,0.980909,-682.2792553
20041012,0.121407,-682.1578483
20041013,-0.603808,-682.7616563
20041014,1.40943,-681.3522263
20041015,1.75726,-679.5949663
20041016,0.95016,-678.6448063
20041017,1.3881,-677.2567063
20041018,1.25756,-675.9991463
20041019,0.46106,-675.5380863
20041020,1.25588,-674.2822063
20041021,0.369687,-673.9125193
20041022,0.0622513,-673.850268
20041023,1.29533,-672.554938
20041024,1.80771,-670.747228
20041025,1.48985,-669.257378
20041026,0.998026,-668.259352
20041027,0.0969584,-668.1623936
20041028,0.954438,-667.2079556
20041029,1.3025,-665.9054556
20041030,2.63333,-663.2721256
20041031,2.08696,-661.1851656
20041101,1.29078,-659.8943856
20041102,1.57456,-658.3198256
20041103,0.380494,-657.9393316
20041104,1.40334,-656.5359916
20041105,1.09113,-655.4448616
20041106,0.710133,-654.7347286
20041107,0.734613,-654.0001156
20041108,2.27141,-651.7287056
20041109,1.46995,-650.2587556
20041110,1.40624,-648.8525156
20041111,2.00426,-646.8482556
20041112,1.69167,-645.1565856
20041113,1.30945,-643.8471356
20041114,0.93885,-642.9082856
20041115,1.47225,-641.4360356
20041116,1.33117,-640.1048656
20041117,1.55049,-638.5543756
20041118,1.94453,-636.6098456
20041119,0.981786,-635.6280596
20041120,1.03643,-634.5916296
20041121,0.82891,-633.7627196
20041122,1.14855,-632.6141696
20041123,1.31102,-631.3031496
20041124,1.93628,-629.3668696
20041125,0.802288,-628.5645816
20041126,1.11469,-627.4498916
20041127,1.42206,-626.0278316
20041128,1.44294,-624.5848916
20041129,1.91587,-622.6690216
20041130,0.931112,-621.7379096
20041201,1.29355,-620.4443596
20041202,0.520514,-619.9238456
20041203,0.194067,-619.7297786
20041204,0.325503,-619.4042756
20041205,0.448859,-618.9554166
20041206,0.638267,-618.3171496
20041207,0.462964,-617.8541856
20041208,0.541339,-617.3128466
20041209,0.512495,-616.8003516
20041210,0.396041,-616.4043106
20041211,0.675548,-615.7287626
20041212,0.815822,-614.9129406
20041213,0.444008,-614.4689326
20041214,0.666487,-613.8024456
20041215,0.673441,-613.1290046
20041216,0.754105,-612.3748996
20041217,0.979029,-611.3958706
20041218,1.29141,-610.1044606
20041219,1.18552,-608.9189406
20041220,0.928449,-607.9904916
20041221,0.6709,-607.3195916
20041222,0.724722,-606.5948696
20041223,0.902411,-605.6924586
20041224,0.785269,-604.9071896
20041225,0.799231,-604.1079586
20041226,0.469765,-603.6381936
20041227,0.660382,-602.9778116
20041228,0.51156,-602.4662516
20041229,0.268747,-602.1975046
20041230,0.977055,-601.2204496
20041231,0.455349,-600.7651006
20050101,0.402367,-600.3627336
20050102,0.722228,-599.6405056
20050103,0.289349,-599.3511566
20050104,0.440296,-598.9108606
20050105,0.50786,-598.4030006
20050106,0.686872,-597.7161286
20050107,0.0645613,-597.6515673
20050108,0.418958,-597.2326093
20050109,0.425249,-596.8073603
20050110,0.40784,-596.3995203
20050111,0.395419,-596.0041013
20050112,0.660109,-595.3439923
20050113,0.839344,-594.5046483
20050114,0.316385,-594.1882633
20050115,0.232851,-593.9554123
20050116,0.571512,-593.3839003
20050117,0.565976,-592.8179243
20050118,0.397746,-592.4201783
20050119,0.487276,-591.9329023
20050120,0.562778,-591.3701243
20050121,0.133071,-591.2370533
20050122,0.341875,-590.8951783
20050123,0.536204,-590.3589743
20050124,0.406983,-589.9519913
20050125,0.420242,-589.5317493
20050126,0.507792,-589.0239573
20050127,0.460415,-588.5635423
20050128,0.352853,-588.2106893
20050129,0.322584,-587.8881053
20050130,0.454978,-587.4331273
20050131,0.47417,-586.9589573
20050201,0.204612,-586.7543453
20050202,-1.21655,-587.9708953
20050203,-0.883901,-588.8547963
20050204,-0.131911,-588.9867073
20050205,-0.367257,-589.3539643
20050206,0.0589629,-589.2950014
20050207,0.177447,-589.1175544
20050208,0.083318,-589.0342364
20050209,0.183627,-588.8506094
20050210,0.275312,-588.5752974
20050211,-0.448061,-589.0233584
20050212,-0.0115684,-589.0349268
20050213,0.405232,-588.6296948
20050214,0.0650135,-588.5646813
20050215,0.0976259,-588.4670554
20050216,-0.105907,-588.5729624
20050217,-0.146378,-588.7193404
20050218,0.452084,-588.2672564
20050219,0.225459,-588.0417974
20050220,0.254038,-587.7877594
20050221,0.210531,-587.5772284
20050222,0.239921,-587.3373074
20050223,-0.255335,-587.5926424
20050224,-0.0434752,-587.6361176
20050225,0.0111685,-587.6249491
20050226,0.231643,-587.3933061
20050227,0.134631,-587.2586751
20050228,0.234012,-587.0246631
20050301,0.126851,-586.8978121
20050302,0.660224,-586.2375881
20050303,0.720791,-585.5167971
20050304,0.190086,-585.3267111
20050305,0.505452,-584.8212591
20050306,-0.0356844,-584.8569435
20050307,0.590704,-584.2662395
20050308,-0.0855072,-584.3517467
20050309,0.71372,-583.6380267
20050310,0.282709,-583.3553177
20050311,0.514699,-582.8406187
20050312,0.345446,-582.4951727
20050313,0.371392,-582.1237807
20050314,0.502257,-581.6215237
20050315,0.184069,-581.4374547
20050316,0.579653,-580.8578017
20050317,0.368741,-580.4890607
20050318,0.727235,-579.7618257
20050319,0.185522,-579.5763037
20050320,0.405418,-579.1708857
20050321,0.250205,-578.9206807
20050322,0.980678,-577.9400027
20050323,0.544617,-577.3953857
20050324,0.443603,-576.9517827
20050325,0.613615,-576.3381677
20050326,0.571844,-575.7663237
